Protein ID,Disorder,Linear B-cell Epitopes,Tandem Repeats,Non-syn SNPs,Protein Length,Tajimas D (Guinea),Tajimas D (Gambia)
PF3D7_0512900,15.85,2.64,0.0,0.0,265,-99.0,-99.0
PF3D7_0513000,6.69,8.55,0.0,0.0,269,-99.0,-99.0
PF3D7_0513100,3.59,9.16,0.0,0.0,251,-99.0,-99.0
PF3D7_0513200,30.94,14.37,3.11,1.27,2763,-1.82,-1.31
PF3D7_0513300,1.22,3.67,0.0,0.41,245,-99.0,-99.0
PF3D7_0513400,6.64,6.64,0.0,0.0,286,-1.54,-1.3
PF3D7_0513500,5.65,6.45,0.0,0.0,124,-99.0,-99.0
PF3D7_0513600,58.04,23.81,14.11,2.7,1113,-1.8,-1.91
PF3D7_0513700,1.77,4.08,2.31,0.14,735,-2.08,-1.31
PF3D7_0513800,15.46,9.18,0.0,0.0,207,-99.0,-99.0
PF3D7_0513900,10.48,12.5,0.0,0.0,248,-99.0,-99.0
PF3D7_0514000,12.86,11.19,0.0,0.0,420,-99.0,-99.0
PF3D7_0514100,20.4,19.15,8.4,0.56,1441,-2.13,-2.12
PF3D7_0514200,18.57,14.42,3.0,0.69,867,-2.18,-0.73
PF3D7_0514300,17.29,18.79,9.4,1.33,1128,-0.94,-0.18
PF3D7_0514500,0.93,1.86,0.0,0.47,215,-99.0,-99.0
PF3D7_0514600,0.85,0.42,0.0,0.0,236,-99.0,-99.0
PF3D7_0514700,19.29,14.68,5.32,1.54,1560,-0.83,-1.18
PF3D7_0514800,9.08,13.73,1.55,0.78,903,-0.42,-0.3
PF3D7_0514900,19.63,20.09,3.2,0.0,438,-1.87,-1.73
PF3D7_0515000,61.44,42.33,10.26,1.18,848,-99.0,-99.0
PF3D7_0515100,3.69,5.74,0.0,0.41,488,-99.0,-99.0
PF3D7_0515200,1.41,8.45,0.0,0.0,142,-99.0,-99.0
PF3D7_0515300,30.29,16.69,17.11,1.31,2133,-1.6,-1.09
PF3D7_0515400,11.43,19.97,6.57,1.84,761,-99.0,-99.0
PF3D7_0515500,8.02,3.54,0.0,1.15,960,-1.3,-0.37
PF3D7_0515600,34.64,20.56,2.88,0.56,1250,-2.08,-2.08
PF3D7_0515700,34.43,16.89,0.0,0.0,456,-99.0,-99.0
PF3D7_0515900,18.29,3.35,0.0,0.0,328,-99.0,-99.0
PF3D7_0516000,24.17,13.84,3.87,2.4,1084,-1.81,-2.1
PF3D7_0516100,28.0,7.17,10.04,1.5,2400,-1.2,-0.09
PF3D7_0516200,17.88,34.44,0.0,0.0,151,-99.0,-99.0
PF3D7_0516300,11.45,19.24,17.77,2.06,681,1.2,1.5
PF3D7_0516400,33.73,29.25,0.0,1.19,335,-2.12,-1.39
PF3D7_0516500,24.43,3.17,0.0,0.0,442,-1.7,-1.21
PF3D7_0516600,34.41,22.36,7.95,1.43,1610,-2.18,-2.07
PF3D7_0516700,43.02,13.29,7.73,1.05,1332,-2.04,-1.61
PF3D7_0516800,51.09,28.76,16.15,0.71,2378,-2.34,-1.16
PF3D7_0516900,10.38,17.31,0.0,0.0,260,-99.0,-99.0
PF3D7_0517000,1.82,20.61,0.0,0.0,165,-99.0,-99.0
PF3D7_0517100,7.77,2.73,0.0,0.63,476,-1.65,-1.26
PF3D7_0517200,28.48,20.73,8.86,2.85,632,-1.96,-1.55
PF3D7_0517300,50.0,25.5,0.0,0.0,298,-99.0,-99.0
PF3D7_0517400,30.15,22.09,0.0,1.4,1141,-99.0,-99.0
PF3D7_0517500,21.27,6.45,4.3,0.6,837,-1.24,-1.09
PF3D7_0517600,2.05,2.4,0.0,0.0,292,-2.24,-1.21
PF3D7_0517700,7.82,8.8,0.0,0.0,716,-99.0,-99.0
PF3D7_0517800,12.61,8.82,0.0,0.42,238,-0.53,-1.21
PF3D7_0517900,18.75,7.14,0.0,0.0,560,-99.0,-99.0
PF3D7_0518000,13.7,10.37,0.0,0.0,270,-99.0,-99.0
PF3D7_0518100,24.8,15.74,10.22,0.58,1379,-1.7,-1.33
PF3D7_0518200,39.69,14.5,0.0,0.0,131,-99.0,-99.0
PF3D7_0518300,8.75,4.17,0.0,0.0,240,-99.0,-99.0
PF3D7_0518400,30.13,10.04,0.0,0.44,229,-99.0,-99.0
PF3D7_0518500,58.68,32.86,5.88,1.42,1123,-2.3,-1.77
PF3D7_0518600,17.63,17.87,9.56,0.78,1276,-2.04,-1.61
PF3D7_0518700,54.65,28.72,17.32,0.58,1894,-2.11,-1.5
PF3D7_0518800,21.67,19.7,0.0,0.0,203,-99.0,-99.0
PF3D7_0518900,24.74,22.68,0.0,0.0,194,-99.0,-99.0
PF3D7_0519000,25.6,17.41,0.0,0.34,293,-99.0,-99.0
PF3D7_0519100,3.23,14.52,0.0,0.0,124,-99.0,-99.0
PF3D7_0519200,1.82,4.24,0.0,0.0,165,-99.0,-99.0
PF3D7_0519300,19.91,6.33,10.49,1.54,648,-0.25,0.54
PF3D7_0519400,15.04,17.29,0.0,0.75,133,-99.0,-99.0
PF3D7_0519500,76.09,32.07,11.05,1.05,2488,-1.63,-0.65
PF3D7_0519600,42.25,26.89,12.45,1.59,755,-1.41,-0.95
PF3D7_0519700,6.25,7.29,0.0,0.0,192,-99.0,-99.0
PF3D7_0519800,75.15,47.01,2.1,1.05,668,-99.0,-99.0
PF3D7_0519900,15.05,14.48,2.1,0.0,525,-1.48,-1.06
PF3D7_0520000,10.58,15.34,0.0,1.06,189,-99.0,-99.0
PF3D7_0520100,38.95,14.31,1.98,0.0,706,-1.59,-0.21
PF3D7_0520200,19.8,16.07,0.0,0.14,697,-2.15,-1.3
PF3D7_0520300,14.56,10.68,0.0,0.0,103,-99.0,-99.0
PF3D7_0520400,1.33,20.93,0.0,0.0,301,-0.25,-0.18
PF3D7_0520500,0.65,5.48,0.0,0.0,310,-99.0,-99.0
PF3D7_0520600,0.66,21.71,0.0,0.0,152,-99.0,-99.0
PF3D7_0520700,20.12,8.52,0.0,0.21,974,-1.79,-1.68
PF3D7_0520800,31.4,16.31,1.46,0.29,2054,-2.05,-1.16
PF3D7_0520900,1.46,10.02,0.0,0.0,479,-99.0,-99.0
PF3D7_0521000,86.1,43.05,2.9,0.0,518,-1.7,-1.55
PF3D7_0521100,7.67,4.65,0.0,0.0,1526,-2.27,-1.73
PF3D7_0521200,7.01,8.23,0.0,0.0,328,-1.25,-0.89
PF3D7_0521300,23.2,12.34,4.46,0.67,1345,-2.39,-1.81
PF3D7_0521400,7.47,9.25,0.0,0.0,562,-99.0,-99.0
PF3D7_0521500,12.32,9.03,0.0,0.0,487,-99.0,-99.0
PF3D7_0521600,3.12,20.83,0.0,1.04,96,-99.0,-99.0
PF3D7_0521700,11.06,10.58,0.0,0.0,841,-2.46,-2.01
PF3D7_0521800,15.59,8.19,0.0,0.0,635,-1.98,-2.01
PF3D7_0521900,92.68,21.69,11.61,0.28,1775,-2.44,-1.74
PF3D7_0522000,7.48,7.48,0.0,0.0,107,-99.0,-99.0
PF3D7_0522100,11.66,20.31,3.15,1.57,763,-0.58,-0.03
PF3D7_0522200,10.34,12.93,0.0,0.0,116,-99.0,-99.0
PF3D7_0522300,16.06,11.31,0.0,0.0,274,-1.88,-1.43
PF3D7_0522400,59.33,14.72,1.76,0.29,9307,-1.7,-1.48
PF3D7_0522500,12.05,8.43,0.0,0.0,166,-99.0,-99.0
PF3D7_0522600,28.99,4.14,0.0,0.0,483,-99.0,-99.0
PF3D7_0522700,35.03,2.82,0.0,0.0,177,-99.0,-99.0
PF3D7_0522800,3.4,13.61,0.0,0.0,147,-99.0,-99.0
PF3D7_0522900,27.71,22.74,2.32,0.52,1552,-1.87,-0.8
PF3D7_0523000,20.86,13.74,0.7,0.28,1419,-0.28,0.41
PF3D7_0523100,13.86,7.3,0.0,0.19,534,-99.0,-99.0
PF3D7_0523200,6.27,5.9,0.0,0.27,1101,-1.54,-0.74
PF3D7_0523300,3.85,10.77,0.0,0.0,130,-99.0,-99.0
PF3D7_0523400,21.01,15.57,0.0,0.0,533,-99.0,-99.0
PF3D7_0523500,5.31,2.65,0.0,0.0,113,-99.0,-99.0
PF3D7_0523600,3.38,4.35,0.0,0.0,207,-99.0,-99.0
PF3D7_0523700,10.97,7.77,0.0,0.68,1468,-1.66,-1.6
PF3D7_0523800,18.27,10.82,4.68,0.44,684,-1.48,-1.55
PF3D7_0523900,10.34,5.91,0.0,0.0,203,-99.0,-99.0
PF3D7_0524000,5.97,7.75,0.0,0.0,1123,-99.0,-99.0
PF3D7_0524100,26.39,17.7,2.9,0.8,1243,-1.07,-1.12
PF3D7_0524200,0.65,7.79,0.0,0.0,154,-99.0,-99.0
PF3D7_0524300,25.62,18.23,0.0,2.46,406,-0.04,-0.49
PF3D7_0524400,5.75,12.88,0.0,0.0,365,-1.91,-1.39
PF3D7_0524500,5.69,11.38,0.0,0.0,123,-99.0,-99.0
PF3D7_0524600,11.67,16.73,0.0,0.0,257,-99.0,-99.0
PF3D7_0524700,16.19,0.95,0.0,0.0,105,-99.0,-99.0
PF3D7_0524800,42.0,10.29,0.0,0.0,700,-99.0,-99.0
PF3D7_0524900,21.36,10.53,0.0,0.71,988,-1.66,-1.18
PF3D7_0525000,52.84,22.73,2.84,0.28,704,-2.02,-1.72
PF3D7_0525100,1.04,4.75,0.0,0.45,673,0.1,0.41
PF3D7_0525200,61.06,20.23,12.98,2.6,1849,-2.36,-1.99
PF3D7_0525300,14.35,22.66,8.73,0.0,481,-99.0,-99.0
PF3D7_0525400,1.93,7.92,0.0,0.0,467,-1.15,-1.61
PF3D7_0525500,24.15,16.96,16.05,1.45,1863,-2.15,-1.85
PF3D7_0525600,9.69,8.83,0.0,0.28,351,-1.74,-1.47
PF3D7_0525700,9.92,4.58,0.0,0.0,131,-99.0,-99.0
PF3D7_0525800,16.0,12.0,0.0,0.0,300,-99.0,-99.0
PF3D7_0525900,3.5,8.04,0.0,0.0,286,-1.7,-1.73
PF3D7_0526000,7.94,9.93,4.47,1.36,806,-1.88,-1.74
PF3D7_0526100,3.67,3.67,3.42,0.0,409,-99.0,-99.0
PF3D7_0526200.1,51.78,18.58,0.0,0.0,506,-99.0,-99.0
PF3D7_0526200.2,67.13,18.02,0.0,0.4,505,-99.0,-99.0
PF3D7_0526300,4.33,3.72,0.0,0.0,323,-1.99,-1.39
PF3D7_0526400,3.32,4.71,0.0,0.28,361,-99.0,-99.0
PF3D7_0526500,39.16,20.95,11.2,1.3,1384,-2.09,-1.49
PF3D7_0526600,66.76,16.78,25.75,3.01,4524,-0.97,-0.69
PF3D7_0526700,52.01,29.15,7.66,1.38,796,-1.84,-1.25
PF3D7_0526800,18.75,22.01,0.0,0.82,368,-99.0,-99.0
PF3D7_0526900,9.81,4.67,0.0,0.47,214,-99.0,-99.0
PF3D7_0527000,29.31,21.52,1.04,0.94,962,-99.0,-99.0
PF3D7_0527100,0.66,26.32,0.0,0.0,152,-99.0,-99.0
PF3D7_0527200,25.95,21.65,7.11,0.5,605,-1.76,-1.73
PF3D7_0527300,9.79,3.36,0.0,0.0,327,-1.76,-1.39
PF3D7_0527400,5.14,10.86,0.0,0.0,175,-99.0,-99.0
PF3D7_0527500,60.92,40.39,19.21,1.53,458,-99.0,-99.0
PF3D7_0527600,21.32,24.18,0.0,0.44,455,-2.25,-1.93
PF3D7_0527900,28.57,15.19,2.26,0.3,665,-1.99,-1.55
PF3D7_0528000,5.65,1.61,0.0,0.0,124,-99.0,-99.0
PF3D7_0528100,14.42,13.89,1.61,0.0,929,-1.52,-1.16
PF3D7_0528200,10.83,6.0,0.0,0.19,517,-0.76,-0.47
PF3D7_0528300,18.15,16.33,0.0,0.2,496,-2.38,-1.67
PF3D7_0528400,27.83,18.47,0.0,0.25,406,-1.93,-1.07
PF3D7_0528500,2.93,2.28,0.0,0.0,307,-1.31,-1.22
PF3D7_0528600,10.48,14.29,0.0,0.95,105,-99.0,-99.0
PF3D7_0528700,12.25,16.18,0.0,0.0,204,-0.31,-0.47
PF3D7_0528800,34.26,6.15,0.0,0.19,537,-1.63,-0.75
PF3D7_0528900,6.58,13.6,0.0,0.0,228,0.57,0.03
PF3D7_0529000,6.82,11.68,0.0,0.14,719,0.22,1.46
PF3D7_0529100,7.1,6.56,0.0,0.0,183,-99.0,-99.0
PF3D7_0529200,13.14,6.02,3.47,0.36,548,-1.29,-0.68
PF3D7_0529300,20.79,3.58,0.0,0.0,279,0.95,0.5
PF3D7_0529400.1,26.8,19.97,3.73,0.0,1582,-99.0,-99.0
PF3D7_0529400.2,26.76,20.37,3.93,0.33,1502,-99.0,-99.0
PF3D7_0529500,0.56,5.59,0.0,0.0,179,-0.4,-0.41
PF3D7_0529700,16.53,6.49,10.14,0.1,986,-2.0,-2.2
PF3D7_0529800,96.12,26.18,8.13,1.1,1906,-1.04,-0.58
PF3D7_0529900,18.31,4.93,0.0,0.0,284,-99.0,-99.0
PF3D7_0530000,47.42,74.23,0.0,0.0,97,-99.0,-99.0
PF3D7_0530100,22.22,8.0,0.0,0.0,225,-99.0,-99.0
PF3D7_0530200,34.35,7.25,0.0,0.0,524,-99.0,-99.0
PF3D7_0530300,32.78,12.38,2.84,0.28,1446,-2.45,-1.88
PF3D7_0530400,11.66,10.87,7.96,0.73,1784,-2.36,-1.65
PF3D7_0530500,6.74,4.16,0.0,0.0,1009,-1.96,-1.74
PF3D7_0530600,54.36,35.12,22.15,1.12,447,-1.99,-1.61
PF3D7_0530700,24.01,17.82,9.42,0.92,1083,-2.27,-1.13
PF3D7_0530800,21.65,18.11,3.94,0.0,254,-2.24,-1.72
PF3D7_0530900,57.31,19.93,1.72,0.34,2675,-2.53,-2.12
PF3D7_0531000,14.95,5.5,0.0,0.56,709,-1.27,-1.59
PF3D7_0531100,38.77,18.87,2.52,0.52,2698,-2.37,-1.97
PF3D7_0531200,28.17,15.49,0.0,0.0,213,-99.0,-99.0
PF3D7_0531300,17.63,26.78,0.0,0.34,295,-99.0,-99.0
PF3D7_0531400,19.9,13.75,0.0,0.26,1171,-2.42,-1.93
PF3D7_0532100,39.23,49.72,14.36,1.1,181,-99.0,-99.0
PF3D7_0532200,5.75,9.73,0.0,2.21,226,-1.6,-1.71
PF3D7_0532300,28.09,23.18,0.0,1.18,509,0.8,0.9
PF3D7_0532400,44.32,28.6,14.77,1.89,528,-1.7,-0.73
PF3D7_0532500,10.74,9.09,0.0,4.13,121,-0.49,0.35
PF3D7_0532600,10.56,13.66,8.7,1.86,161,-0.89,-0.35
PF3D7_0532900,11.95,8.81,0.0,4.72,318,-99.0,-99.0
PF3D7_0533100,41.37,25.54,0.44,0.35,3164,-99.0,-99.0
PF3D7_0600200,51.79,23.76,0.52,13.79,2879,-99.0,-99.0
PF3D7_0600300,4.31,15.09,4.04,25.34,371,-99.0,-99.0
PF3D7_0600400,28.53,21.43,0.0,3.85,1325,-99.0,-99.0
PF3D7_0600500,5.65,6.18,0.0,6.18,372,-99.0,-99.0
PF3D7_0600700,2.87,6.88,0.0,16.91,349,-99.0,-99.0
PF3D7_0601000,7.44,14.89,2.91,1.62,309,-99.0,-99.0
PF3D7_0601100,8.7,19.13,0.0,0.43,230,-99.0,-99.0
PF3D7_0601200,4.27,13.25,0.0,12.39,234,-1.73,-2.1
PF3D7_0601300,10.64,3.9,0.0,0.0,282,-99.0,-99.0
PF3D7_0601500,10.92,12.21,0.0,1.71,467,0.92,1.44
PF3D7_0601600,3.5,10.49,0.0,1.05,286,-0.39,0.65
PF3D7_0601900,36.72,32.81,0.0,0.0,128,-99.0,-99.0
PF3D7_0602000,67.99,27.35,6.54,0.0,1437,-2.22,-1.39
PF3D7_0602100,27.63,11.78,1.41,0.52,1350,-1.88,-1.61
PF3D7_0602200,2.38,18.65,0.0,0.0,252,-99.0,-99.0
PF3D7_0602300,7.01,1.59,0.0,0.0,314,-99.0,-99.0
PF3D7_0602400,22.84,11.63,0.0,0.0,937,-2.24,-1.73
PF3D7_0602500,2.37,10.29,0.0,0.0,379,-99.0,-99.0
PF3D7_0602600,50.89,18.04,4.47,0.08,1297,-1.86,-1.82
PF3D7_0602700,3.22,12.23,7.08,0.86,466,0.35,0.06
PF3D7_0602800,15.63,9.6,0.0,1.86,646,-0.58,-0.01
PF3D7_0602900,20.64,17.66,0.0,0.0,470,-1.53,0.02
PF3D7_0603000,21.11,20.61,11.15,2.2,592,-1.44,-1.03
PF3D7_0603100,24.56,12.83,13.72,1.99,452,-1.58,-2.08
PF3D7_0603200,14.23,9.77,0.0,0.0,471,-1.91,-1.65
PF3D7_0603300,13.71,9.49,0.0,0.0,569,-1.7,-1.89
PF3D7_0603400,58.02,19.85,3.72,0.09,1103,-2.4,-1.78
PF3D7_0603500,16.78,2.04,0.0,0.0,441,-99.0,-99.0
PF3D7_0603600,27.07,10.77,3.93,0.25,2368,-2.08,-1.73
PF3D7_0603700,2.71,1.81,0.0,0.0,443,-99.0,-99.0
PF3D7_0603800,38.39,12.43,1.37,0.44,1826,-1.57,-0.99
PF3D7_0603900,35.47,12.27,4.0,0.27,375,-1.34,-1.38
PF3D7_0604000,27.96,13.68,3.88,0.3,2010,-2.51,-2.12
PF3D7_0604100,39.77,21.37,3.28,0.15,1979,-2.43,-2.06
PF3D7_0604200,27.96,6.45,0.0,0.0,93,-99.0,-99.0
PF3D7_0604300,15.91,22.64,9.57,2.07,773,-1.8,-1.42
PF3D7_0604400,1.12,2.25,0.0,1.12,178,-1.27,-1.89
PF3D7_0604500,71.82,32.05,11.55,0.7,2874,-2.47,-2.3
PF3D7_0604600,33.06,7.65,0.0,0.18,1712,-2.28,-1.96
PF3D7_0604700,5.86,5.21,0.0,0.0,307,-1.93,-1.39
PF3D7_0604800,13.6,7.95,1.05,0.49,1434,-2.39,-2.17
PF3D7_0604900,7.37,22.11,0.0,0.0,95,-99.0,-99.0
PF3D7_0605000,7.73,13.4,0.0,0.0,194,-99.0,-99.0
PF3D7_0605100,44.11,22.12,5.03,0.0,755,-1.58,-1.73
PF3D7_0605200,13.4,9.57,0.0,0.0,209,-1.76,-2.08
PF3D7_0605300,16.71,9.92,0.0,0.0,353,-99.0,-99.0
PF3D7_0605400,8.12,10.0,0.0,0.0,160,-99.0,-99.0
PF3D7_0605500,19.11,19.6,7.25,0.0,607,-99.0,-99.0
PF3D7_0605600,23.96,7.88,4.87,0.66,1828,-1.9,-1.77
PF3D7_0605700,16.2,31.34,3.52,0.35,284,-1.01,-1.25
PF3D7_0605800,75.58,14.31,11.09,1.92,2236,-1.99,-1.74
PF3D7_0605900,5.46,3.75,6.14,0.0,293,-99.0,-99.0
PF3D7_0606000,20.51,21.54,3.76,0.38,1063,-1.56,-1.48
PF3D7_0606100,69.59,24.74,2.58,0.0,582,-2.3,-1.79
PF3D7_0606200,3.23,22.58,0.0,0.0,155,-99.0,-99.0
PF3D7_0606300,0.82,3.28,0.0,0.0,122,-99.0,-99.0
PF3D7_0606400,1.6,0.8,0.0,0.8,125,-99.0,-99.0
PF3D7_0606500,35.44,16.44,1.51,0.45,663,-1.99,-1.89
PF3D7_0606600,53.36,17.94,13.38,1.62,2414,-1.84,-1.96
PF3D7_0606700,14.48,10.85,0.73,0.07,1512,-0.97,-1.29
PF3D7_0606800,7.69,3.34,0.0,0.33,299,-1.58,-0.85
PF3D7_0606900,7.76,7.76,0.0,0.0,219,-99.0,-99.0
PF3D7_0607000,39.0,25.9,5.83,0.2,977,-99.0,-99.0
PF3D7_0607100,11.02,6.36,0.0,0.0,472,-2.17,-1.21
PF3D7_0607200,39.86,14.22,0.0,0.0,429,-99.0,-99.0
PF3D7_0607300,13.56,3.39,0.0,0.24,413,-0.32,-0.67
PF3D7_0607400,4.74,3.32,0.0,0.0,633,-1.06,-1.58
PF3D7_0607500,14.59,10.56,1.92,0.96,521,-1.06,-0.33
PF3D7_0607600,43.21,10.92,6.62,0.81,861,-1.78,-0.3
PF3D7_0607700,30.6,20.78,8.58,0.8,2752,-1.91,-1.86
PF3D7_0607800,4.3,14.99,25.37,0.45,674,-99.0,-99.0
PF3D7_0607900,32.1,27.35,3.13,0.0,863,-1.94,-1.39
PF3D7_0608100,60.89,24.51,7.79,0.61,1322,-2.24,-1.63
PF3D7_0608200,2.56,0.64,0.0,0.0,156,-99.0,-99.0
PF3D7_0608300,28.72,12.37,9.64,1.05,1431,-0.95,-1.05
PF3D7_0608310,0.44,2.87,0.0,0.22,453,-99.0,-99.0
PF3D7_0608400,5.66,15.09,0.0,2.83,106,-99.0,-99.0
PF3D7_0608500,1.7,3.4,0.0,0.0,235,-99.0,-99.0
PF3D7_0608600,42.4,37.81,21.2,0.35,283,-99.0,-99.0
PF3D7_0608700,1.66,6.08,0.0,0.0,543,-99.0,-99.0
PF3D7_0608800,1.45,6.28,0.0,0.0,414,-99.0,-99.0
PF3D7_0608900,16.08,8.44,3.82,0.2,995,-2.35,-1.85
PF3D7_0609000,50.44,17.59,4.57,0.44,6077,-2.1,-1.31
PF3D7_0609100,32.96,4.75,0.0,0.56,358,-0.74,-0.1
PF3D7_0609200,1.94,2.8,3.23,0.0,465,-1.66,-1.89
PF3D7_0609300,9.32,14.08,8.31,2.53,987,-2.38,-1.41
PF3D7_0609400,10.12,10.28,0.0,0.0,603,-99.0,-99.0
PF3D7_0609500,2.06,5.34,0.0,0.09,1067,-2.07,-1.32
PF3D7_0609600,4.38,6.76,0.0,1.43,1257,-0.75,0.1
PF3D7_0609700,56.02,24.15,5.42,1.74,1901,-1.41,-0.91
PF3D7_0609800,10.92,9.15,0.0,0.35,284,-1.82,-1.21
PF3D7_0609900,29.2,18.44,7.88,0.5,2017,-2.44,-1.55
PF3D7_0610000,18.85,8.63,0.0,0.0,313,-99.0,-99.0
PF3D7_0610100,33.11,22.3,0.0,0.45,444,-99.0,-99.0
PF3D7_0610200,79.38,29.79,12.81,0.94,960,-1.94,-0.67
PF3D7_0610400,25.74,14.71,0.0,0.0,136,-99.0,-99.0
PF3D7_0610500,0.81,0.81,0.0,0.0,123,-99.0,-99.0
PF3D7_0610600,11.98,11.0,0.0,0.0,509,-99.0,-99.0
PF3D7_0610700,2.3,1.15,0.0,0.0,87,-99.0,-99.0
PF3D7_0610800,1.34,14.43,0.0,0.0,672,-99.0,-99.0
PF3D7_0610900,49.38,21.25,7.73,0.23,1280,-99.0,-99.0
PF3D7_0611000,25.09,0.7,0.0,0.0,287,-99.0,-99.0
PF3D7_0611100,13.25,9.64,0.0,0.0,83,-99.0,-99.0
PF3D7_0611200,14.39,6.83,0.0,0.0,278,-99.0,-99.0
PF3D7_0611300,5.71,10.71,0.0,0.0,280,-99.0,-99.0
PF3D7_0611400,25.06,12.53,1.33,0.0,830,-1.7,-1.73
PF3D7_0611500,6.67,6.39,0.0,0.0,360,-99.0,-99.0
PF3D7_0611600,49.69,26.77,0.0,0.15,650,-2.11,-1.8
PF3D7_0611700,3.92,3.92,0.0,0.0,51,-99.0,-99.0
PF3D7_0611800,88.98,20.81,18.13,0.71,3248,-2.14,-1.8
PF3D7_0611900,5.11,14.77,0.0,0.0,176,-99.0,-99.0
PF3D7_0612000,25.0,14.29,0.0,0.0,84,-99.0,-99.0
PF3D7_0612100,23.32,13.57,4.88,0.3,656,-1.5,-0.67
PF3D7_0612200,83.74,24.41,10.41,0.64,1864,-1.36,-0.52
PF3D7_0612300,4.24,5.08,0.0,0.0,118,-99.0,-99.0
PF3D7_0612400,0.85,6.36,0.0,0.0,236,-99.0,-99.0
PF3D7_0612500,6.61,4.13,0.0,0.0,121,-99.0,-99.0
PF3D7_0612600,4.98,22.2,12.45,0.62,482,-99.0,-99.0
PF3D7_0612700,6.63,8.93,0.0,0.29,347,-1.86,-1.8
PF3D7_0612800,7.28,12.94,5.12,2.96,371,-0.08,0.46
PF3D7_0612900,28.57,9.91,0.0,0.44,686,-0.81,0.06
PF3D7_0613100,7.69,6.41,0.0,0.0,78,-99.0,-99.0
PF3D7_0613300,45.15,10.9,7.74,0.49,1422,-1.66,-0.47
PF3D7_0613400,18.31,11.74,0.0,0.47,213,-99.0,-99.0
PF3D7_0613500,28.76,23.84,15.11,1.39,1363,-0.68,-1.0
PF3D7_0613600,29.11,18.47,19.92,0.87,1034,-1.99,-0.78
PF3D7_0613700,14.65,13.09,0.0,0.28,703,-2.09,-1.55
PF3D7_0613800,56.61,28.72,10.15,2.17,4109,-1.62,-1.17
PF3D7_0613900,48.82,19.6,6.36,0.79,2153,-2.31,-1.58
PF3D7_0614000,2.23,2.23,0.0,0.0,538,-99.0,-99.0
PF3D7_0614100,13.37,8.45,8.34,1.5,935,-0.4,-0.27
PF3D7_0614200,26.92,20.11,6.48,1.98,910,-1.86,-0.69
PF3D7_0614300,46.42,20.87,1.76,0.0,853,-2.11,-1.76
PF3D7_0614400,6.27,8.24,0.0,0.39,255,-99.0,-99.0
PF3D7_0614500,7.14,4.95,0.0,0.0,182,-99.0,-99.0
PF3D7_0614600,12.7,17.1,6.68,0.33,614,-99.0,-99.0
PF3D7_0614700,12.09,14.57,1.49,0.33,604,-2.02,-1.55
PF3D7_0614800,35.93,11.21,9.84,1.6,437,-99.0,-99.0
PF3D7_0614900,14.23,16.61,0.82,0.36,1096,-1.9,-1.77
PF3D7_0615000,13.01,19.18,0.0,0.0,146,-99.0,-99.0
PF3D7_0615100,17.59,15.51,0.0,0.69,432,1.29,0.56
PF3D7_0615200,14.32,16.45,0.0,0.53,377,-99.0,-99.0
PF3D7_0615300,21.51,9.5,8.35,3.2,874,-99.0,-99.0
PF3D7_0615400,43.35,20.78,7.37,2.13,2729,-1.63,-0.18
PF3D7_0615500,30.78,17.87,1.56,0.71,705,-1.58,-1.73
PF3D7_0615600,29.11,14.36,7.12,1.03,2528,-1.92,-1.03
PF3D7_0615700,46.79,22.44,0.0,0.0,156,-99.0,-99.0
PF3D7_0615800,24.98,15.61,11.22,0.17,1185,-2.53,-2.08
PF3D7_0615900,35.83,16.89,10.08,1.27,1806,-1.88,-1.06
PF3D7_0616000,26.56,7.24,28.57,2.82,497,-1.52,-0.57
PF3D7_0616100,7.48,19.05,0.0,0.0,147,-99.0,-99.0
PF3D7_0616200,15.57,7.61,0.0,0.0,591,-1.68,-1.34
PF3D7_0616300,17.18,13.66,0.0,0.0,227,-99.0,-99.0
PF3D7_0616400,11.55,6.13,11.73,1.43,1680,-0.38,-0.41
PF3D7_0616500,32.17,29.39,5.11,0.51,1371,-2.02,-1.99
PF3D7_0616600,13.76,27.2,12.0,2.08,625,-1.54,-0.18
PF3D7_0616700,8.53,21.9,10.08,0.19,516,-99.0,-99.0
PF3D7_0616800,7.49,7.68,0.0,0.58,521,-1.67,-1.46
PF3D7_0616900,37.32,14.99,1.97,0.61,1321,-2.35,-2.06
PF3D7_0617000,15.65,13.0,0.0,0.0,377,-99.0,-99.0
PF3D7_0617100,16.59,16.91,3.72,0.0,1236,-2.09,-1.65
PF3D7_0617200,19.96,18.61,0.0,0.0,446,-1.81,-1.74
PF3D7_0617300,3.6,9.35,0.0,0.0,139,-99.0,-99.0
PF3D7_0617400,51.84,30.03,0.0,2.67,2394,-99.0,-99.0
PF3D7_0617600,5.96,14.9,0.0,0.0,302,-99.0,-99.0
PF3D7_0617700,9.67,2.42,0.0,1.21,331,-99.0,-99.0
PF3D7_0617800,25.76,25.0,0.0,0.0,132,-99.0,-99.0
PF3D7_0617900,25.0,20.59,0.0,0.0,136,-99.0,-99.0
PF3D7_0618000,39.62,23.27,2.64,0.0,795,-2.09,-1.76
PF3D7_0618100,14.0,7.0,0.0,0.13,743,-99.0,-99.0
PF3D7_0618200,10.55,25.13,0.0,0.0,199,-99.0,-99.0
PF3D7_0618300,27.03,10.14,0.0,0.0,148,-99.0,-99.0
PF3D7_0618400,12.21,3.51,6.02,0.17,598,-1.83,-1.74
